Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1300494,7/22/15,12/29/15,21725140,2172514000,21725140,100,1332,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300494,SRX554299,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621583,SAMN02739939,simple,100272,uncultured eukaryote,MMETSP1309,,,,,,,no,,,,,NCGR,SRA167331,,public,81EAD473D68226867026FDD880826834,C3E1041AE13AC3129D7A7F8B47B01FB8
SRR1300495,7/22/15,12/29/15,24955543,2495554300,24955543,100,1551,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300495,SRX554300,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621584,SAMN02739938,simple,100272,uncultured eukaryote,MMETSP1311,,,,,,,no,,,,,NCGR,SRA167331,,public,E7B67E5754186059A5DE44C009DA7A5E,1092AE67C7E35BC7401E43928C09E505
SRR1300496,7/22/15,12/29/15,35636541,3563654100,35636541,100,2235,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300496,SRX554301,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621585,SAMN02739941,simple,100272,uncultured eukaryote,MMETSP1312,,,,,,,no,,,,,NCGR,SRA167331,,public,CE13E6BB6B106ACD7816CB9B475F26BE,565FCACA1B58153991B6451CA1020055
SRR1300497,7/22/15,12/29/15,22307147,2230714700,22307147,100,1360,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300497,SRX554302,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621586,SAMN02740178,simple,552666,Partenskyella glossopodia,MMETSP1318,,,,,,,no,,,,,NCGR,SRA167331,,public,FCEED5641499E9179D936E845BACBD1E,2AC4F6D768631247A42B423A30946B56
SRR1300498,7/22/15,12/29/15,20706812,2070681200,20706812,100,1297,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300498,SRX554303,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621587,SAMN02740277,simple,91990,Bolidomonas,MMETSP1320,,,,,,,no,,,,,NCGR,SRA167331,,public,690308E13EDDBEC1EB4D8815C9E74DAE,D4166E75F3D8CF5DDEF3A81B32D43214
SRR1300499,7/22/15,12/29/15,30988633,6197726600,30988633,200,3708,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300499,SRX554304,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621588,SAMN02740216,simple,100272,uncultured eukaryote,MMETSP1433,,,,,,,no,,,,,NCGR,SRA167331,,public,6DE0E337788F383D164E53626D79C72A,9FBC5DE3B842D00F7FC2C7CE6DE440D8
SRR1300500,7/22/15,12/29/15,30485797,3048579700,30485797,100,1967,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300500,SRX554305,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621589,SAMN02740092,simple,172671,Pinguiococcus pyrenoidosus,MMETSP1160,,,,,,,no,,,,,NCGR,SRA167331,,public,8B56E16F1BEA74BF0B09454F07ADD08A,5C99A8C123C1D85DB5BA606B98840FCD
SRR1300501,7/22/15,12/17/15,6908739,690873900,6908739,100,394,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300501,SRX554306,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621590,SAMN02740263,simple,54406,Sarcinochrysis,MMETSP1170,,,,,,,no,,,,,NCGR,SRA167331,,public,24167D3875E5A45689C83D901C870CFA,9A0CAEECCB03C72DD8DA7590F34D81E1
SRR1300503,7/22/15,12/29/15,25562268,2556226800,25562268,100,1562,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300503,SRX554308,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621591,SAMN02740584,simple,43686,Pelagodinium beii,MMETSP1338,,,,,,,no,,,,,NCGR,SRA167331,,public,89190AB85C1728EB3EAB65AAA258BACC,8B7C47981167EB5026F64B9AFA486856
SRR1300504,7/22/15,12/29/15,16520723,1652072300,16520723,100,1047,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300504,SRX554309,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621592,SAMN02740316,simple,100272,uncultured eukaryote,MMETSP1326,,,,,,,no,,,,,NCGR,SRA167331,,public,D85FB966603FC5F5A439A23B7E05E8CE,C51C6EC6D361D418A06D6D1623E0A5A7
SRR1300505,7/22/15,12/29/15,27888694,2788869400,27888694,100,1714,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300505,SRX554310,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621593,SAMN02740217,simple,41875,Bathycoccus prasinos,MMETSP1460,,,,,,,no,,,,,NCGR,SRA167331,,public,39F86340745A9BAA12C1C6124B4BFDEB,6BCDAECE42008A447835635CA8365588
SRR1300506,7/22/15,12/17/15,20553525,2055352500,20553525,100,1260,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300506,SRX554311,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621594,SAMN02740312,simple,100272,uncultured eukaryote,MMETSP1456,,,,,,,no,,,,,NCGR,SRA167331,,public,B88B72D3AAF11D9738A2BB16AB5700CE,14D691D3F8177AB2DC437801F255E75C
SRR1300507,7/22/15,12/29/15,22677306,2267730600,22677306,100,1395,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300507,SRX554312,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621595,SAMN02739956,simple,2832,Pavlova lutheri,MMETSP1463,,,,,,,no,,,,,NCGR,SRA167331,,public,C01510C8A301C633CEAFD0CD6452C139,39BEAED9AC73AC2F67D61D3BBABAC24D
SRR1300508,7/22/15,12/29/15,24416438,2441643800,24416438,100,1604,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300508,SRX554313,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621596,SAMN02740020,simple,119497,Exanthemachrysis gayraliae,MMETSP1464,,,,,,,no,,,,,NCGR,SRA167331,,public,9C68A4F333FD9A844C844607198B26A4,EBB88D8F05B2ACAAF7CF3AD33093CFDE
SRR1300509,7/22/15,12/29/15,30160953,3016095300,30160953,100,1939,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300509,SRX554314,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621597,SAMN02740207,simple,41880,Pycnococcus provasolii,MMETSP1459,,,,,,,no,,,,,NCGR,SRA167331,,public,6BE111C7D93B01F864C40CA955D86D73,8E48A1243B2C6FE3F3EE9DAE9659DE36
SRR1300510,7/22/15,12/24/15,9223210,922321000,9223210,100,484,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300510,SRX554315,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621598,SAMN02740041,simple,426625,Chaetoceros brevis,MMETSP1435,,,,,,,no,,,,,NCGR,SRA167331,,public,4B83CA2716D737CD1E1B9839B0C1588B,D806FA5F319327E889470E09544C1A83
SRR1300512,7/22/15,12/24/15,12139478,1213947800,12139478,100,675,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300512,SRX554317,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621599,SAMN02740133,simple,327968,Alexandrium andersonii,MMETSP1436,,,,,,,no,,,,,NCGR,SRA167331,,public,4A6983C56522232D9CFF0969AFDB6298,534748D7AE0C367BCAF17B224663775A
SRR1300514,7/22/15,12/17/15,10632693,1063269300,10632693,100,553,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300514,SRX554319,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621600,SAMN02740096,simple,49252,Eucampia antarctica,MMETSP1437,,,,,,,no,,,,,NCGR,SRA167331,,public,33615F38EB016ADD68D8D9D2D7BD548B,DFC805A9964872EEEA3D9DA4864F00D1
SRR1300516,7/22/15,12/17/15,12377327,1237732700,12377327,100,662,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300516,SRX554321,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621601,SAMN02740612,simple,38835,Pterosperma,MMETSP1438,,,,,,,no,,,,,NCGR,SRA167331,,public,8F0692B57DE2F5E639241F75E7C095B7,524E4605F3F778541F942E469F524046
SRR1300518,7/22/15,12/17/15,26319762,2631976200,26319762,100,1657,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300518,SRX554323,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621602,SAMN02740068,simple,66791,Gonyaulax spinifera,MMETSP1439,,,,,,,no,,,,,NCGR,SRA167331,,public,B902D71B62E3178D01AB53E7A8B76F0D,8E882FFA995B396E4AD54A5B42201EF0
SRR1300519,7/22/15,12/17/15,22695683,2269568300,22695683,100,1415,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300519,SRX554324,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621603,SAMN02740147,simple,89957,Polarella glacialis,MMETSP1440,,,,,,,no,,,,,NCGR,SRA167331,,public,511FC582DC80F446851E391B786F060C,4B0E49389962B5E2351B2CB89774C09F
SRR1300520,7/22/15,12/29/15,27337205,2733720500,27337205,100,1742,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300520,SRX554325,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621604,SAMN02740065,simple,192219,Heterocapsa arctica,MMETSP1441,,,,,,,no,,,,,NCGR,SRA167331,,public,E446868204190C312D9FE6DD2B895578,93F35777B477CAD04A4C485286902E9A
SRR1300521,7/22/15,12/30/15,26745370,2674537000,26745370,100,1661,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300521,SRX554326,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621605,SAMN02740613,simple,1486917,Craspedostauros australis,MMETSP1442,,,,,,,no,,,,,NCGR,SRA167331,,public,5C70B188CEE522A2365617BEB01EB1CF,5AEEDC096764279B4001DE6779B129F4
SRR1300522,7/22/15,12/30/15,29104683,2910468300,29104683,100,1769,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300522,SRX554327,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621606,SAMN02740146,simple,186043,Entomoneis sp.,MMETSP1443,,,,,,,no,,,,,NCGR,SRA167331,,public,942DAF19C5D3A1EB79664B942E417867,D8A92C0911BF85425D55C3AF71DD89BB
SRR1300523,7/22/15,12/17/15,23823227,2382322700,23823227,100,1526,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300523,SRX554328,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621607,SAMN02740094,simple,33657,Phaeocystis antarctica,MMETSP1444,,,,,,,no,,,,,NCGR,SRA167331,,public,506552802EBA1A6902187C391A54F088,410E0F260ED18236FE7D32D2F7A190BD
SRR1300524,7/22/15,12/30/15,28572209,2857220900,28572209,100,1791,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300524,SRX554329,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621609,SAMN02740165,simple,36898,Pyramimonas sp.,MMETSP1445,,,,,,,no,,,,,NCGR,SRA167331,,public,82F1E94648D63161D67CF1BAFDD7EE3F,D57EADAAA872CF4B9B9D07341BE7EBF1
SRR1300525,7/22/15,12/17/15,21006933,2100693300,21006933,100,1310,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300525,SRX554330,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621608,SAMN02740121,simple,100272,uncultured eukaryote,MMETSP1446,,,,,,,no,,,,,NCGR,SRA167331,,public,517CC0080ED9031399B5F1B087FCBBC0,35D3EF7B542F5FBA1CC8E5ABD6D20CC0
SRR1300526,7/22/15,12/30/15,22427141,2242714100,22427141,100,1400,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300526,SRX554331,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621610,SAMN02740134,simple,420782,Chaetoceros dichaeta,MMETSP1447,,,,,,,no,,,,,NCGR,SRA167331,,public,543453665C9F87694D5BF0B58BB6AAB2,7D2C449801E3C17F9C977AE1BC32ADFD
SRR1300527,7/22/15,12/30/15,34453610,3445361000,34453610,100,2171,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300527,SRX554332,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621611,SAMN02740152,simple,420275,Attheya septentrionalis,MMETSP1449,,,,,,,no,,,,,NCGR,SRA167331,,public,B5532897DDE7313CDA7B57E5A1CEF99C,C701DCD1F6505C2828717257A620D3E5
SRR1300528,7/22/15,12/17/15,24364954,2436495400,24364954,100,1600,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300528,SRX554333,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621612,SAMN02740227,simple,753684,Madagascaria erythrocladioides,MMETSP1450,,,,,,,no,,,,,NCGR,SRA167331,,public,35190E6E4B0A40731AEDE0929FD10CBD,68F86448DEF3AFEEB33F264E949EFDB5
SRR1300529,7/22/15,12/17/15,19251318,1925131800,19251318,100,1172,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300529,SRX554334,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621613,SAMN02740218,simple,100272,uncultured eukaryote,MMETSP1453,,,,,,,no,,,,,NCGR,SRA167331,,public,775D457D4BE142424E21B5AC2F8E4139,5C1B7AA6C8ED68233146BE6C6E617115
SRR1300530,7/22/15,12/17/15,25858259,2585825900,25858259,100,1666,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300530,SRX554335,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621614,SAMN02740201,simple,1169539,Vitrella brassicaformis,MMETSP1451,,,,,,,no,,,,,NCGR,SRA167331,,public,B4CECE0088931DAF9E48A6AA5D941713,36CC00C1CE47DA3EAFA80ABC838F201F
SRR1300531,7/22/15,12/17/15,23674954,2367495400,23674954,100,1556,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300531,SRX554336,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621615,SAMN02740086,simple,1181717,Synchroma pusillum,MMETSP1452,,,,,,,no,,,,,NCGR,SRA167331,,public,CB5AFA511077D82D85C82AB2446EB905,46654C5DBACAB54F96C580482CEE4BC2
SRR1300532,7/22/15,12/17/15,22334424,2233442400,22334424,100,1371,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300532,SRX554337,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621616,SAMN02740614,simple,44452,Pavlova gyrans,MMETSP1466,,,,,,,no,,,,,NCGR,SRA167331,,public,FA355F43E9D133CDB8EAEDBB49A0241C,27CFA88ED83EAB3E9F916FDC114BB477
SRR1300533,7/22/15,12/17/15,30344802,3034480200,30344802,100,1985,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300533,SRX554338,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621617,SAMN02740114,simple,100272,uncultured eukaryote,MMETSP1467,,,,,,,no,,,,,NCGR,SRA167331,,public,D85E5E18001A39D870FD36F8A7EA5391,1DCC6ADCC5E565578AE1132F501DE330
SRR1300534,7/22/15,12/17/15,28011269,2801126900,28011269,100,1811,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300534,SRX554339,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621618,SAMN02740095,simple,13607,Mantoniella,MMETSP1468,,,,,,,no,,,,,NCGR,SRA167331,,public,6D71BB6355B21A9D6191AAAC4C02D44A,22B53449F15F5B74D986AD77CDF546DC
SRR1300535,7/22/15,12/17/15,13475435,1347543500,13475435,100,723,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300535,SRX554340,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621619,SAMN02740268,simple,265543,Minutocellus polymorphus,MMETSP1434,,,,,,,no,,,,,NCGR,SRA167331,,public,D9CEB3CFC0F8E9AA05830D77334A6423,0131999BB31D02346ED1CF5FA68AB54A
SRR1300537,7/22/15,12/17/15,20432671,2043267100,20432671,100,1252,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300537,SRX554342,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621620,SAMN02740359,simple,1333877,Brandtodinium nutricula,MMETSP1462,,,,,,,no,,,,,NCGR,SRA167331,,public,F6F54702D38EF07C3E8204066A895299,D5CFE6D8CC03D0A4BAF57544DCC7C05B
SRR1300538,7/22/15,12/17/15,22707979,2270797900,22707979,100,1454,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300538,SRX554343,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621622,SAMN02740109,simple,100272,uncultured eukaryote,MMETSP1470,,,,,,,no,,,,,NCGR,SRA167331,,public,5D22CBA9C6F7CE7A5060426CB0F1CC9C,61399C51455BD381E900E0DE9A4CFD66
SRR1300539,7/22/15,12/17/15,25382377,2538237700,25382377,100,1644,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300539,SRX554344,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621621,SAMN02739986,simple,100272,uncultured eukaryote,MMETSP1469,,,,,,,no,,,,,NCGR,SRA167331,,public,C093D298BC671F964BB6307897AE47C6,1D81B5C24E5247850B259EE1EC5C3072
SRR1300540,7/22/15,12/17/15,19427207,1942720700,19427207,100,1181,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300540,SRX554345,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621623,SAMN02740097,simple,118079,Phaeocystis cordata,MMETSP1465,,,,,,,no,,,,,NCGR,SRA167331,,public,54B5904D8F54844834FAF82EA2FA856B,E57659A41FF5A0585E40AB7870CA11D2
SRR1300541,7/22/15,12/17/15,23215885,2321588500,23215885,100,1398,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300541,SRX554346,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621624,SAMN02740615,simple,41880,Pycnococcus provasolii,MMETSP1471,,,,,,,no,,,,,NCGR,SRA167331,,public,ED654991250E97C67F4FA3F704E94AF1,9A6BF1F55E5274583D6B78DA3FBCC66E
SRR1300542,7/22/15,12/17/15,22031401,2203140100,22031401,100,1413,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300542,SRX554347,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621625,SAMN02740192,simple,41880,Pycnococcus provasolii,MMETSP1472,,,,,,,no,,,,,NCGR,SRA167331,,public,729052453A95ED1108CAD9A505BB4512,131D9A8B1070B19DA41DE0ECDF1C54E6
SRR1300543,7/22/15,12/17/15,27689005,2768900500,27689005,100,1775,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300543,SRX554348,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621626,SAMN02740219,simple,29646,Stichococcus,MMETSP1473,,,,,,,no,,,,,NCGR,SRA167331,,public,CE9BB0B67C4EB7B0A696456423C25F16,AAFBF5E514760A1044F3331C51A82105
SRR1300544,7/22/15,12/17/15,29605516,2960551600,29605516,100,1850,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300544,SRX554349,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621627,SAMN02740230,simple,97494,Imantonia,MMETSP1474,,,,,,,no,,,,,NCGR,SRA167331,,public,1A99F5448CC16BB594206D737D6BEE4B,72F029C15E2F7EAD8F626FA9648B1C66
SRR1300545,7/22/15,12/17/15,28238185,2823818500,28238185,100,1802,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300545,SRX554350,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621628,SAMN02740141,simple,100272,uncultured eukaryote,MMETSP1475,,,,,,,no,,,,,NCGR,SRA167331,,public,E380B241943475E5DCA84507933E5ED2,860372BEBAFC3E732E1880022AFB3A8E
SRR1328074,7/22/15,12/29/15,295248,59049600,295248,200,34,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1328074,SRX566754,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS626644,SAMN02740362,simple,33649,Thalassionema nitzschioides,MMETSP0693,,,,,,,no,,,,,NCGR,SRA168603,,public,F6E9EFB3B4C7E87CF579549554D7E895,39B0A52A11706BF537848DC027A2442C
SRR1328075,7/22/15,12/29/15,5079688,507968800,5079688,100,233,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1328075,SRX566755,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS626644,SAMN02740362,simple,33649,Thalassionema nitzschioides,MMETSP0693,,,,,,,no,,,,,NCGR,SRA168603,,public,508C1EEFA738594C722299E59DDCE449,024C471FF2DD236780657D735BAB4EB9
SRR1328076,7/22/15,12/29/15,4254337,850867400,4254337,200,491,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1328076,SRX566756,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS626645,SAMN02740226,simple,46462,Anophryoides haemophila,MMETSP1019,,,,,,,no,,,,,NCGR,SRA168603,,public,F7D729D6AE49BF955129EFFD2F77E5C9,72B0F22BEE77EB3A6C785471E924B813
SRR1328077,7/22/15,12/29/15,7244024,724402400,7244024,100,305,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1328077,SRX566757,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS626645,SAMN02740226,simple,46462,Anophryoides haemophila,MMETSP1019,,,,,,,no,,,,,NCGR,SRA168603,,public,D76CF05F45200FAFD28E3B34323E57B5,FBFA7BC838AEFBA08F10ECB5C925A67F
SRR1300342,7/22/15,7/24/15,43616308,4361630800,43616308,100,2745,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300342,SRX554147,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621433,SAMN02740211,simple,1486918,Ostreococcus mediterraneus,MMETSP0929,,,,,,,no,,,,,NCGR,SRA167331,,public,6E0EF0FF750A924E6B0127C0227B5DE2,DE69C054E5CBB9C28C529F164D939CFF
